domain	fold	split	sequence_id	raw_length	cleaned_length	stops_removed	stops_replaced	invalid_removed	invalid_replaced
fullCP	Purple	train	Ribo_ND_343811	416	415	1	0	0	0
fullCP	Purple	train	Ribo_ND_125033	419	418	1	0	0	0
fullCP	Purple	train	Ribo_ND_160081	457	456	1	0	0	0
fullCP	Purple	train	Ribo_tombunoda_ScMacrV2	423	422	1	0	0	0
fullCP	Purple	train	Ribo_JAAOEH010001851.1	377	376	1	0	0	0
fullCP	Purple	train	Ribo_ND_095983	367	366	1	0	0	0
fullCP	Purple	train	Ribo_ND_130317	470	469	1	0	0	0
fullCP	Purple	train	Ribo_ND_391223	391	390	1	0	0	0
fullCP	Purple	train	Ribo_ND_370449	413	412	1	0	0	0
fullCP	Purple	train	Ribo_ND_347441	435	434	1	0	0	0
fullCP	Purple	train	Ribo_ND_029450	430	429	1	0	0	0
fullCP	Purple	train	Ribo_ND_133472	438	437	1	0	0	0
fullCP	Purple	train	Ribo_ND_104240	422	421	1	0	0	0
fullCP	Purple	train	Ribo_ND_085862	421	420	1	0	0	0
fullCP	Purple	train	Ribo_ND_163355	389	388	1	0	0	0
fullCP	Purple	train	Ribo_tomREF_NC_005285	379	378	1	0	0	0
fullCP	Purple	train	Ribo_ND_089420	425	424	1	0	0	0
fullCP	Purple	train	Ribo_ND_059596	378	377	1	0	0	0
fullCP	Purple	train	Ribo_ND_062045	489	488	1	0	0	0
fullCP	Purple	train	Ribo_ND_179935	457	456	1	0	0	0
fullCP	Purple	train	Ribo_ND_164838	366	365	1	0	0	0
fullCP	Purple	train	Ribo_JAAOEH010001751.1	413	412	1	0	0	0
fullCP	Purple	train	Ribo_ND_391487	442	441	1	0	0	0
fullCP	Purple	train	Ribo_ND_292516	342	341	1	0	0	0
fullCP	Purple	train	Ribo_ND_026280	351	350	1	0	0	0
fullCP	Purple	train	Ribo_ND_083710	413	412	1	0	0	0
fullCP	Purple	train	Ribo_ND_136222	531	530	1	0	0	0
fullCP	Purple	train	Ribo_ND_363507	458	457	1	0	0	0
fullCP	Purple	train	Ribo_ND_391197	473	472	1	0	0	0
fullCP	Purple	train	Ribo_ND_227326	465	464	1	0	0	0
fullCP	Purple	train	Ribo_ND_030168	472	471	1	0	0	0
fullCP	Purple	train	Ribo_ND_025097	420	419	1	0	0	0
fullCP	Purple	train	Ribo_ND_095360	434	433	1	0	0	0
fullCP	Purple	train	Ribo_ND_107501	384	383	1	0	0	0
fullCP	Purple	train	Ribo_ND_386714	338	337	1	0	0	0
fullCP	Purple	train	Ribo_ND_043980	412	411	1	0	0	0
fullCP	Purple	train	Ribo_ND_051567	440	439	1	0	0	0
fullCP	Purple	train	Ribo_ND_056125	530	529	1	0	0	0
fullCP	Purple	train	Ribo_ND_037792	410	409	1	0	0	0
fullCP	Purple	train	Ribo_ND_053581	658	657	1	0	0	0
fullCP	Purple	train	Ribo_ND_046601	448	447	1	0	0	0
fullCP	Purple	train	Ribo_ND_284218	357	356	1	0	0	0
fullCP	Purple	train	Ribo_ND_030336	407	406	1	0	0	0
fullCP	Purple	train	Ribo_ND_030566	528	527	1	0	0	0
fullCP	Purple	train	Ribo_ND_105225	497	496	1	0	0	0
fullCP	Purple	train	Ribo_ND_291744	380	379	1	0	0	0
fullCP	Purple	train	Ribo_ND_056123	568	567	1	0	0	0
fullCP	Purple	train	Ribo_ND_075367	392	391	1	0	0	0
fullCP	Purple	train	Ribo_tomREF_NC_005286	346	345	1	0	0	0
fullCP	Purple	train	Ribo_ND_378405	530	529	1	0	0	0
fullCP	Purple	train	Ribo_ND_089790	420	419	1	0	0	0
fullCP	Purple	train	Ribo_ND_025670	409	408	1	0	0	0
fullCP	Purple	train	Ribo_JAAOEH010001260.1	518	517	1	0	0	0
fullCP	Purple	train	Ribo_ND_380970	478	477	1	0	0	0
fullCP	Purple	train	Ribo_ND_306979	446	445	1	0	0	0
fullCP	Purple	train	Ribo_ND_081107	389	388	1	0	0	0
fullCP	Purple	train	Ribo_ND_048421	453	452	1	0	0	0
fullCP	Purple	train	Ribo_ND_043423	350	349	1	0	0	0
fullCP	Purple	train	Ribo_ND_378685	421	420	1	0	0	0
fullCP	Purple	train	Ribo_ND_366312	475	474	1	0	0	0
fullCP	Purple	train	Ribo_ND_043569	378	377	1	0	0	0
fullCP	Purple	train	Ribo_ND_339599	434	433	1	0	0	0
fullCP	Purple	train	Ribo_ND_294842	442	441	1	0	0	0
fullCP	Purple	train	Ribo_ND_025226	495	494	1	0	0	0
fullCP	Purple	train	Ribo_JAAOEH010004953.1	429	428	1	0	0	0
fullCP	Purple	train	Ribo_ND_351124	314	313	1	0	0	0
fullCP	Purple	train	Ribo_ND_295007	318	317	1	0	0	0
fullCP	Purple	train	Ribo_ND_155991	447	446	1	0	0	0
fullCP	Purple	train	Ribo_ND_178820	470	469	1	0	0	0
fullCP	Purple	train	Ribo_ND_015828	479	478	1	0	0	0
fullCP	Purple	train	Ribo_ND_370441	404	403	1	0	0	0
fullCP	Purple	train	Ribo_ND_058974	357	356	1	0	0	0
fullCP	Purple	train	Ribo_ND_209405	422	421	1	0	0	0
fullCP	Purple	train	Ribo_ND_103830	403	402	1	0	0	0
fullCP	Purple	train	Ribo_ND_158134	441	440	1	0	0	0
fullCP	Purple	train	Ribo_ND_304046	530	529	1	0	0	0
fullCP	Purple	train	Ribo_tomREF_NC_002187	353	352	1	0	0	0
fullCP	Purple	train	Ribo_ND_166797	372	371	1	0	0	0
fullCP	Purple	train	Ribo_ND_276168	672	671	1	0	0	0
fullCP	Purple	train	Ribo_ND_179269	412	411	1	0	0	0
fullCP	Purple	train	Ribo_ND_157972	449	448	1	0	0	0
fullCP	Purple	train	Ribo_ND_352102	447	446	1	0	0	0
fullCP	Purple	train	Ribo_ND_097179	420	419	1	0	0	0
fullCP	Purple	train	Ribo_ND_179963	455	454	1	0	0	0
fullCP	Purple	train	Ribo_ND_105296	484	483	1	0	0	0
fullCP	Purple	train	Ribo_ND_331194	450	449	1	0	0	0
fullCP	Purple	train	Ribo_ND_035541	367	366	1	0	0	0
fullCP	Purple	train	Ribo_ND_249715	430	429	1	0	0	0
fullCP	Purple	train	Ribo_ND_391167	386	385	1	0	0	0
fullCP	Purple	train	Ribo_JAAOEH010002326.1	421	420	1	0	0	0
fullCP	Purple	train	Ribo_ND_028501	315	314	1	0	0	0
fullCP	Purple	train	Ribo_ND_129947	488	487	1	0	0	0
fullCP	Purple	train	Ribo_ND_099772	464	463	1	0	0	0
fullCP	Purple	train	Ribo_ND_192680	430	429	1	0	0	0
fullCP	Purple	train	Ribo_ND_146063	424	423	1	0	0	0
fullCP	Purple	train	Ribo_ND_179968	419	418	1	0	0	0
fullCP	Purple	train	Ribo_ND_019433	339	338	1	0	0	0
fullCP	Purple	train	Ribo_ND_381128	531	530	1	0	0	0
fullCP	Purple	train	Ribo_ND_028274	368	367	1	0	0	0
fullCP	Purple	train	Ribo_ND_057910	410	409	1	0	0	0
fullCP	Purple	train	Ribo_ND_129822	321	320	1	0	0	0
fullCP	Purple	train	Ribo_ND_049856	454	453	1	0	0	0
fullCP	Purple	train	Ribo_ND_365502	412	411	1	0	0	0
fullCP	Purple	train	Ribo_ND_024480	629	628	1	0	0	0
fullCP	Purple	train	Ribo_ND_175762	392	391	1	0	0	0
fullCP	Purple	train	Ribo_ND_156799	418	417	1	0	0	0
fullCP	Purple	train	Ribo_ND_220610	441	440	1	0	0	0
fullCP	Purple	train	Ribo_ND_180550	491	490	1	0	0	0
fullCP	Purple	train	Ribo_ND_202996	448	447	1	0	0	0
fullCP	Purple	train	Ribo_ND_113307	449	448	1	0	0	0
fullCP	Purple	train	Ribo_ND_364448	421	420	1	0	0	0
fullCP	Purple	train	Ribo_ND_115234	377	376	1	0	0	0
fullCP	Purple	train	Ribo_ND_163158	431	430	1	0	0	0
fullCP	Purple	train	Ribo_ND_216514	457	456	1	0	0	0
fullCP	Purple	train	Ribo_ND_188581	550	549	1	0	0	0
fullCP	Purple	train	Ribo_ND_110535	457	456	1	0	0	0
fullCP	Purple	train	Ribo_ND_017053	354	353	1	0	0	0
fullCP	Purple	train	Ribo_ND_350470	445	444	1	0	0	0
fullCP	Purple	train	Ribo_ND_220764	429	428	1	0	0	0
fullCP	Purple	train	Ribo_ND_019888	379	378	1	0	0	0
fullCP	Purple	train	Ribo_ND_084543	452	451	1	0	0	0
fullCP	Purple	train	Ribo_ND_389828	354	353	1	0	0	0
fullCP	Purple	train	Ribo_ND_083791	419	418	1	0	0	0
fullCP	Purple	train	Ribo_ND_131961	422	421	1	0	0	0
fullCP	Purple	train	Ribo_ND_043009	491	490	1	0	0	0
fullCP	Purple	train	Ribo_ND_030182	493	492	1	0	0	0
fullCP	Purple	train	Ribo_ND_114535	432	431	1	0	0	0
fullCP	Purple	train	Ribo_ND_311193	324	323	1	0	0	0
fullCP	Purple	train	Ribo_ND_103289	399	398	1	0	0	0
fullCP	Purple	train	Ribo_ND_133651	422	421	1	0	0	0
fullCP	Purple	train	Ribo_ND_059860	403	402	1	0	0	0
fullCP	Purple	train	Ribo_ND_327463	408	407	1	0	0	0
fullCP	Purple	train	Ribo_ND_184545	408	407	1	0	0	0
fullCP	Purple	train	Ribo_ND_050484	439	438	1	0	0	0
fullCP	Purple	train	Ribo_ND_379577	400	399	1	0	0	0
fullCP	Purple	train	Ribo_ND_177717	468	467	1	0	0	0
fullCP	Purple	train	Ribo_ND_364440	394	393	1	0	0	0
fullCP	Purple	train	Ribo_ND_114938	493	492	1	0	0	0
fullCP	Purple	train	Ribo_ND_166599	573	572	1	0	0	0
fullCP	Purple	train	Ribo_ND_138928	400	399	1	0	0	0
fullCP	Purple	train	Ribo_ND_043264	599	598	1	0	0	0
fullCP	Purple	train	Ribo_ND_249711	426	425	1	0	0	0
fullCP	Purple	train	Ribo_ND_382437	533	532	1	0	0	0
fullCP	Purple	train	Ribo_ND_290178	377	376	1	0	0	0
fullCP	Purple	train	Ribo_ND_279722	422	421	1	0	0	0
fullCP	Purple	train	Ribo_ND_188767	444	443	1	0	0	0
fullCP	Purple	train	Ribo_ND_276201	406	405	1	0	0	0
fullCP	Purple	train	Ribo_ND_278789	343	342	1	0	0	0
fullCP	Purple	train	Ribo_ND_251248	413	412	1	0	0	0
fullCP	Purple	train	Ribo_ND_028704	413	412	1	0	0	0
fullCP	Purple	train	Ribo_ND_133927	400	399	1	0	0	0
fullCP	Purple	train	Ribo_ND_251186	441	440	1	0	0	0
fullCP	Purple	train	Ribo_ND_133460	379	378	1	0	0	0
fullCP	Purple	train	Ribo_ND_067439	644	643	1	0	0	0
fullCP	Purple	train	Ribo_ND_239648	479	478	1	0	0	0
fullCP	Purple	train	Ribo_ND_170511	412	411	1	0	0	0
fullCP	Purple	train	Ribo_ND_066836	446	445	1	0	0	0
fullCP	Purple	train	Ribo_ND_330301	431	430	1	0	0	0
fullCP	Purple	train	Ribo_ND_190377	439	438	1	0	0	0
fullCP	Purple	train	Ribo_ND_055001	506	505	1	0	0	0
fullCP	Purple	train	Ribo_ND_165024	318	317	1	0	0	0
fullCP	Purple	train	Ribo_ND_160101	478	477	1	0	0	0
fullCP	Purple	train	Ribo_ND_107697	493	492	1	0	0	0
fullCP	Purple	train	Ribo_ND_292524	347	346	1	0	0	0
fullCP	Purple	train	Ribo_ND_249807	474	473	1	0	0	0
fullCP	Purple	train	Ribo_ND_291700	450	449	1	0	0	0
fullCP	Purple	train	Ribo_ND_216740	432	431	1	0	0	0
fullCP	Purple	train	Ribo_ND_387582	345	344	1	0	0	0
fullCP	Purple	train	Ribo_ND_215238	437	436	1	0	0	0
fullCP	Purple	train	Ribo_ND_286064	482	481	1	0	0	0
fullCP	Purple	train	Ribo_ND_189516	424	423	1	0	0	0
fullCP	Purple	train	Ribo_ND_088082	556	555	1	0	0	0
fullCP	Purple	train	Ribo_ND_156851	531	530	1	0	0	0
fullCP	Purple	train	Ribo_ND_025223	419	418	1	0	0	0
fullCP	Purple	train	Ribo_ND_126494	444	443	1	0	0	0
fullCP	Purple	train	Ribo_ND_177732	378	377	1	0	0	0
fullCP	Purple	train	Ribo_ND_052487	451	450	1	0	0	0
fullCP	Purple	train	Ribo_ND_030231	407	406	1	0	0	0
fullCP	Purple	train	Ribo_JAAOEH010001482.1	429	428	1	0	0	0
fullCP	Purple	train	Ribo_ND_365659	473	472	1	0	0	0
fullCP	Purple	train	Ribo_ND_184904	488	487	1	0	0	0
fullCP	Purple	train	Ribo_ND_288149	340	339	1	0	0	0
fullCP	Purple	train	Ribo_ND_281703	351	350	1	0	0	0
fullCP	Purple	train	Ribo_ND_028760	513	512	1	0	0	0
fullCP	Purple	train	Ribo_ND_329968	427	426	1	0	0	0
fullCP	Purple	train	Ribo_ND_159193	441	440	1	0	0	0
fullCP	Purple	train	Ribo_ND_134054	581	580	1	0	0	0
fullCP	Purple	train	Ribo_ND_391455	378	377	1	0	0	0
fullCP	Purple	train	Ribo_ND_124450	419	418	1	0	0	0
fullCP	Purple	train	Ribo_ND_074414	485	484	1	0	0	0
fullCP	Purple	train	Ribo_ND_343394	418	417	1	0	0	0
fullCP	Purple	train	Ribo_ND_156205	553	552	1	0	0	0
fullCP	Purple	train	Ribo_ND_146224	421	420	1	0	0	0
fullCP	Purple	train	Ribo_ND_086097	470	469	1	0	0	0
fullCP	Purple	train	Ribo_ND_230736	400	399	1	0	0	0
fullCP	Purple	train	Ribo_ND_345468	345	344	1	0	0	0
fullCP	Purple	train	Ribo_ND_163010	433	432	1	0	0	0
fullCP	Purple	train	Ribo_ND_044117	417	416	1	0	0	0
fullCP	Purple	train	Ribo_ND_263188	444	443	1	0	0	0
fullCP	Purple	train	Ribo_ND_113583	429	428	1	0	0	0
fullCP	Purple	train	Ribo_ND_085900	487	486	1	0	0	0
fullCP	Purple	train	Ribo_ND_159755	422	421	1	0	0	0
fullCP	Purple	train	Ribo_JAAOEH010003587.1	429	428	1	0	0	0
fullCP	Purple	train	Ribo_ND_134820	369	368	1	0	0	0
fullCP	Purple	train	Ribo_ND_387994	426	425	1	0	0	0
fullCP	Purple	train	Ribo_ND_178256	562	561	1	0	0	0
fullCP	Purple	train	Ribo_ND_299966	331	330	1	0	0	0
fullCP	Purple	train	Ribo_ND_370389	455	454	1	0	0	0
fullCP	Purple	train	Ribo_ND_176110	432	431	1	0	0	0
fullCP	Purple	train	Ribo_ND_195569	396	395	1	0	0	0
fullCP	Purple	train	Ribo_ND_168812	427	426	1	0	0	0
fullCP	Purple	train	Ribo_ND_018979	455	454	1	0	0	0
fullCP	Purple	train	Ribo_ND_166707	445	444	1	0	0	0
fullCP	Purple	train	Ribo_ND_202071	440	439	1	0	0	0
fullCP	Purple	train	Ribo_ND_090497	455	454	1	0	0	0
fullCP	Purple	train	Ribo_ND_382385	309	308	1	0	0	0
fullCP	Purple	train	Ribo_ND_290964	463	462	1	0	0	0
fullCP	Purple	train	Ribo_ND_026643	392	391	1	0	0	0
fullCP	Purple	train	Ribo_ND_066936	445	444	1	0	0	0
fullCP	Purple	train	Ribo_ND_043343	446	445	1	0	0	0
fullCP	Purple	train	Ribo_ND_016151	352	351	1	0	0	0
fullCP	Purple	train	Ribo_ND_276858	449	448	1	0	0	0
fullCP	Purple	train	Ribo_ND_057454	380	379	1	0	0	0
fullCP	Purple	train	Ribo_ND_175769	373	372	1	0	0	0
fullCP	Purple	train	Ribo_ND_287598	380	379	1	0	0	0
fullCP	Purple	train	Ribo_ND_060760	406	405	1	0	0	0
fullCP	Purple	train	Ribo_ND_120998	544	543	1	0	0	0
fullCP	Purple	train	Ribo_ND_057098	437	436	1	0	0	0
fullCP	Purple	train	Ribo_ND_093545	470	469	1	0	0	0
fullCP	Purple	train	Ribo_JAAOEH010002410.1	495	494	1	0	0	0
fullCP	Purple	train	Ribo_ND_162128	418	417	1	0	0	0
fullCP	Purple	train	Ribo_ND_029416	463	462	1	0	0	0
fullCP	Purple	train	Ribo_ND_045405	437	436	1	0	0	0
fullCP	Purple	train	Ribo_ND_091396	420	419	1	0	0	0
fullCP	Purple	train	Ribo_ND_294143	478	477	1	0	0	0
fullCP	Purple	train	Ribo_ND_363026	611	610	1	0	0	0
fullCP	Purple	train	Ribo_ND_043235	420	419	1	0	0	0
fullCP	Purple	train	Ribo_ND_060927	437	436	1	0	0	0
fullCP	Purple	train	Ribo_ND_294854	442	441	1	0	0	0
fullCP	Purple	train	Ribo_ND_180066	374	373	1	0	0	0
fullCP	Purple	train	Ribo_ND_144217	451	450	1	0	0	0
fullCP	Purple	train	Ribo_ND_181970	384	383	1	0	0	0
fullCP	Purple	train	Ribo_ND_163299	499	498	1	0	0	0
fullCP	Purple	train	Ribo_ND_097300	417	416	1	0	0	0
fullCP	Purple	train	Ribo_ND_187649	450	449	1	0	0	0
fullCP	Purple	train	Ribo_ND_166714	426	425	1	0	0	0
fullCP	Purple	train	Ribo_ND_183795	540	539	1	0	0	0
fullCP	Purple	train	Ribo_ND_109034	528	527	1	0	0	0
fullCP	Purple	train	Ribo_ND_085033	419	418	1	0	0	0
fullCP	Purple	train	Ribo_ND_132795	527	526	1	0	0	0
fullCP	Purple	train	Ribo_ND_015813	346	345	1	0	0	0
fullCP	Purple	train	Ribo_ND_391725	439	438	1	0	0	0
fullCP	Purple	train	Ribo_tomREF_NC_009533	333	332	1	0	0	0
fullCP	Purple	train	Ribo_JAAOEH010002346.1	425	424	1	0	0	0
fullCP	Purple	train	Ribo_ND_391473	412	411	1	0	0	0
fullCP	Purple	train	Ribo_ND_043886	369	368	1	0	0	0
fullCP	Purple	train	Ribo_ND_044426	479	478	1	0	0	0
fullCP	Purple	train	Ribo_NC_032782	598	597	1	0	0	0
fullCP	Purple	train	Ribo_ND_389800	447	446	1	0	0	0
fullCP	Purple	train	Ribo_ND_249677	558	557	1	0	0	0
fullCP	Purple	train	Ribo_ND_092298	678	677	1	0	0	0
fullCP	Purple	train	Ribo_ND_365818	434	433	1	0	0	0
fullCP	Purple	train	Ribo_ND_327924	390	389	1	0	0	0
fullCP	Purple	train	Ribo_ND_025350	360	359	1	0	0	0
fullCP	Purple	train	Ribo_ND_042393	430	429	1	0	0	0
fullCP	Purple	train	Ribo_ND_028450	496	495	1	0	0	0
fullCP	Purple	train	Ribo_ND_111053	497	496	1	0	0	0
fullCP	Purple	train	Ribo_ND_017294	342	341	1	0	0	0
fullCP	Purple	train	Ribo_ND_366252	344	343	1	0	0	0
fullCP	Purple	train	Ribo_ND_366190	434	433	1	0	0	0
fullCP	Purple	train	Ribo_ND_107675	511	510	1	0	0	0
fullCP	Purple	train	Ribo_ND_025469	470	469	1	0	0	0
fullCP	Purple	train	Ribo_ND_382439	380	379	1	0	0	0
fullCP	Purple	train	Ribo_ND_030209	421	420	1	0	0	0
fullCP	Purple	train	Ribo_ND_121954	338	337	1	0	0	0
fullCP	Purple	train	Ribo_ND_080284	397	396	1	0	0	0
fullCP	Purple	train	Ribo_ND_166611	436	435	1	0	0	0
fullCP	Purple	train	Ribo_ND_029391	510	509	1	0	0	0
fullCP	Purple	train	Ribo_ND_249734	425	424	1	0	0	0
fullCP	Purple	train	Ribo_ND_345044	361	360	1	0	0	0
fullCP	Purple	train	Ribo_ND_335728	489	488	1	0	0	0
fullCP	Purple	train	Ribo_ND_366370	453	452	1	0	0	0
fullCP	Purple	train	Ribo_ND_093203	348	347	1	0	0	0
fullCP	Purple	train	Ribo_ND_028931	411	410	1	0	0	0
fullCP	Purple	train	Ribo_ND_015659	435	434	1	0	0	0
fullCP	Purple	train	Ribo_ND_290971	464	463	1	0	0	0
fullCP	Purple	train	Ribo_ND_146235	421	420	1	0	0	0
fullCP	Purple	train	Ribo_ND_155771	439	438	1	0	0	0
fullCP	Purple	train	Ribo_ND_114170	479	478	1	0	0	0
fullCP	Purple	train	Ribo_ND_386716	406	405	1	0	0	0
fullCP	Purple	train	Ribo_ND_054817	428	427	1	0	0	0
fullCP	Purple	train	Ribo_ND_056137	434	433	1	0	0	0
fullCP	Purple	train	Ribo_ND_150220	393	392	1	0	0	0
fullCP	Purple	train	Ribo_ND_370447	414	413	1	0	0	0
fullCP	Purple	train	Ribo_ND_234623	471	470	1	0	0	0
fullCP	Purple	train	Ribo_ND_184639	444	443	1	0	0	0
fullCP	Purple	train	Ribo_ND_281961	495	494	1	0	0	0
fullCP	Purple	train	Ribo_ND_015723	387	386	1	0	0	0
fullCP	Purple	train	Ribo_ND_333280	428	427	1	0	0	0
fullCP	Purple	train	Ribo_ND_018983	359	358	1	0	0	0
fullCP	Purple	train	Ribo_ND_130208	435	434	1	0	0	0
fullCP	Purple	train	Ribo_ND_041978	348	347	1	0	0	0
fullCP	Purple	train	Ribo_JAAOEH010002449.1	577	576	1	0	0	0
fullCP	Purple	train	Ribo_ND_125752	560	559	1	0	0	0
fullCP	Purple	train	Ribo_ND_019228	421	420	1	0	0	0
fullCP	Purple	train	Ribo_ND_178506	448	447	1	0	0	0
fullCP	Purple	train	Ribo_ND_094718	395	394	1	0	0	0
fullCP	Purple	train	Ribo_ND_363042	354	353	1	0	0	0
fullCP	Purple	train	Ribo_ND_075631	466	465	1	0	0	0
fullCP	Purple	train	Ribo_ND_030265	431	430	1	0	0	0
fullCP	Purple	train	Ribo_ND_187985	471	470	1	0	0	0
fullCP	Purple	train	Ribo_ND_124074	441	440	1	0	0	0
fullCP	Purple	train	Ribo_ND_156954	515	514	1	0	0	0
fullCP	Purple	train	Ribo_ND_114735	502	501	1	0	0	0
fullCP	Purple	train	Ribo_ND_381661	511	510	1	0	0	0
fullCP	Purple	train	Ribo_ND_082480	561	560	1	0	0	0
fullCP	Purple	train	Ribo_ND_364444	419	418	1	0	0	0
fullCP	Purple	train	Ribo_ND_109125	565	564	1	0	0	0
fullCP	Purple	train	Ribo_ND_236420	365	364	1	0	0	0
fullCP	Purple	train	Ribo_ND_099971	423	422	1	0	0	0
fullCP	Purple	train	Ribo_ND_292549	420	419	1	0	0	0
fullCP	Purple	train	Ribo_ND_358846	488	487	1	0	0	0
fullCP	Purple	train	Ribo_ND_094098	464	463	1	0	0	0
fullCP	Purple	train	Ribo_ND_162083	466	465	1	0	0	0
fullCP	Purple	train	Ribo_JAAOEH010001875.1	417	416	1	0	0	0
fullCP	Purple	train	Ribo_ND_253618	425	424	1	0	0	0
fullCP	Purple	train	Ribo_ND_030153	432	431	1	0	0	0
fullCP	Purple	train	Ribo_ND_148054	429	428	1	0	0	0
fullCP	Purple	train	Ribo_ND_065557	382	381	1	0	0	0
fullCP	Purple	train	Ribo_ND_391035	375	374	1	0	0	0
fullCP	Purple	train	Ribo_ND_087436	345	344	1	0	0	0
fullCP	Purple	train	Ribo_ND_152036	366	365	1	0	0	0
fullCP	Purple	train	Ribo_ND_024662	468	467	1	0	0	0
fullCP	Purple	train	Ribo_ND_126471	552	551	1	0	0	0
fullCP	Purple	train	Ribo_ND_130202	456	455	1	0	0	0
fullCP	Purple	train	Ribo_ND_390447	378	377	1	0	0	0
fullCP	Purple	train	Ribo_ND_251197	422	421	1	0	0	0
fullCP	Purple	train	Ribo_ND_126022	574	573	1	0	0	0
fullCP	Purple	train	Ribo_ND_306667	389	388	1	0	0	0
fullCP	Purple	train	Ribo_tomREF_NC_000939	374	373	1	0	0	0
fullCP	Purple	train	Ribo_ND_285582	644	643	1	0	0	0
fullCP	Purple	train	Ribo_ND_391215	520	519	1	0	0	0
fullCP	Purple	train	Ribo_ND_026429	397	396	1	0	0	0
fullCP	Purple	train	Ribo_ND_184895	389	388	1	0	0	0
fullCP	Purple	train	Ribo_ND_288221	635	634	1	0	0	0
fullCP	Purple	train	Ribo_ND_251071	474	473	1	0	0	0
fullCP	Purple	train	Ribo_ND_084192	425	424	1	0	0	0
fullCP	Purple	train	Ribo_ND_064866	443	442	1	0	0	0
fullCP	Purple	train	Ribo_ND_084065	437	436	1	0	0	0
fullCP	Purple	train	Ribo_ND_166566	364	363	1	0	0	0
fullCP	Purple	train	Ribo_ND_082485	558	557	1	0	0	0
fullCP	Purple	train	Ribo_ND_024939	463	462	1	0	0	0
fullCP	Purple	train	Ribo_ND_030302	415	414	1	0	0	0
fullCP	Purple	train	Ribo_ND_094822	416	415	1	0	0	0
fullCP	Purple	train	Ribo_ND_025925	427	426	1	0	0	0
fullCP	Purple	train	Ribo_ND_046929	423	422	1	0	0	0
fullCP	Purple	train	Ribo_ND_250998	423	422	1	0	0	0
fullCP	Purple	train	Ribo_ND_327002	427	426	1	0	0	0
fullCP	Purple	train	Ribo_ND_248208	473	472	1	0	0	0
fullCP	Purple	train	Ribo_ND_029688	452	451	1	0	0	0
fullCP	Purple	train	Ribo_ND_290214	393	392	1	0	0	0
fullCP	Purple	train	Ribo_ND_390177	408	407	1	0	0	0
fullCP	Purple	train	Ribo_ND_391466	463	462	1	0	0	0
fullCP	Purple	train	Ribo_ND_162910	531	530	1	0	0	0
fullCP	Purple	train	Ribo_ND_203978	334	333	1	0	0	0
fullCP	Purple	train	Ribo_ND_381618	436	435	1	0	0	0
fullCP	Purple	train	Ribo_ND_287427	501	500	1	0	0	0
fullCP	Purple	train	Ribo_ND_107344	359	358	1	0	0	0
fullCP	Purple	train	Ribo_ND_288214	492	491	1	0	0	0
fullCP	Purple	train	Ribo_JAAOEH010001942.1	564	563	1	0	0	0
fullCP	Purple	train	Ribo_ND_163272	410	409	1	0	0	0
fullCP	Purple	train	Ribo_ND_190317	555	554	1	0	0	0
fullCP	Purple	train	Ribo_ND_037412	599	598	1	0	0	0
fullCP	Purple	train	Ribo_ND_343517	437	436	1	0	0	0
fullCP	Purple	train	Ribo_ND_281976	364	363	1	0	0	0
fullCP	Purple	train	Ribo_ND_295394	358	357	1	0	0	0
fullCP	Purple	train	Ribo_ND_114875	456	455	1	0	0	0
fullCP	Purple	train	Ribo_ND_124838	396	395	1	0	0	0
fullCP	Purple	train	Ribo_ND_166578	367	366	1	0	0	0
fullCP	Purple	train	Ribo_ND_169363	468	467	1	0	0	0
fullCP	Purple	train	Ribo_ND_029080	392	391	1	0	0	0
fullCP	Purple	train	Ribo_ND_205493	456	455	1	0	0	0
fullCP	Purple	train	Ribo_ND_299879	492	491	1	0	0	0
fullCP	Purple	train	Ribo_ND_066589	388	387	1	0	0	0
fullCP	Purple	train	Ribo_ND_043347	409	408	1	0	0	0
fullCP	Purple	train	Ribo_ND_025153	357	356	1	0	0	0
fullCP	Purple	train	Ribo_ND_087424	502	501	1	0	0	0
fullCP	Purple	train	Ribo_ND_131407	434	433	1	0	0	0
fullCP	Purple	train	Ribo_ND_180487	438	437	1	0	0	0
fullCP	Purple	train	Ribo_ND_046317	608	607	1	0	0	0
fullCP	Purple	train	Ribo_ND_388266	534	533	1	0	0	0
fullCP	Purple	train	Ribo_ND_028954	612	611	1	0	0	0
fullCP	Purple	train	Ribo_ND_246785	464	463	1	0	0	0
fullCP	Purple	train	Ribo_ND_132327	324	323	1	0	0	0
fullCP	Purple	train	Ribo_ND_249733	532	531	1	0	0	0
fullCP	Purple	train	Ribo_ND_363858	424	423	1	0	0	0
fullCP	Purple	train	Ribo_ND_043361	430	429	1	0	0	0
fullCP	Purple	train	Ribo_JAAOEH010002610.1	415	414	1	0	0	0
fullCP	Purple	train	Ribo_ND_188050	363	362	1	0	0	0
fullCP	Purple	train	Ribo_ND_106166	434	433	1	0	0	0
fullCP	Purple	train	Ribo_ND_190494	408	407	1	0	0	0
fullCP	Purple	train	Ribo_ND_128914	482	481	1	0	0	0
fullCP	Purple	train	Ribo_ND_385927	395	394	1	0	0	0
fullCP	Purple	train	Ribo_ND_209726	423	422	1	0	0	0
fullCP	Purple	train	Ribo_ND_207626	587	586	1	0	0	0
fullCP	Purple	train	Ribo_ND_124466	387	386	1	0	0	0
